function,recommendation_type,candidate_label,portal_string,mu_t,sigma_t,ei,log_ei,pi,ucb,ucb_beta,ts,exploration_score,is_submission,seed,candidate_origin,stagnation_flag,stagnation_gain,stagnation_threshold,stagnation_scale,why,selection_mode,consensus_frequency,n_seed_success
function_1,shadow_oldstyle,pool_001179,0.969325-0.997164,-0.00019117245971066163,1e-05,1.8048513878454153e-35,-201.0757370027302,9.07179941794978e-82,-0.00017385195163497285,3.0,-0.00020348736284363434,2.1510847247277827e-06,False,1,global,False,6.832127967645083e-12,1e-15,3.114928234084329e-48,"mu_t=-0.000191172, sigma_t=1e-05, ei=1.80485e-35, pi=9.0718e-82, ucb=-0.000173852, beta=3.00, ts=-0.000203487, explore=2.15108e-06, stagnation_gain=6.83213e-12, threshold=1e-15",robust_consensus,1,5
function_2,chosen_submission,pool_004040,0.713369-0.935041,0.720951964162905,0.0564200034591632,0.016782228163488826,-4.087434799899781,0.411891411782869,0.818674276717388,3.0,0.7923593465268532,0.006986273788215562,True,1004,tr,False,0.040248706727148864,0.00973314058428639,0.48665702921431947,"mu_t=0.720952, sigma_t=0.05642, ei=0.0167822, pi=0.411891, ucb=0.818674, beta=3.00, ts=0.792359, explore=0.00698627, stagnation_gain=0.0402487, threshold=0.00973314",robust_consensus,1,5
function_2,primary_pareto_sigma,pool_004040,0.713369-0.935041,0.720951964162905,0.0564200034591632,0.016782228163488826,-4.087434799899781,0.411891411782869,0.818674276717388,3.0,0.7923593465268532,0.006986273788215562,False,1004,tr,False,0.040248706727148864,0.00973314058428639,0.48665702921431947,"mu_t=0.720952, sigma_t=0.05642, ei=0.0167822, pi=0.411891, ucb=0.818674, beta=3.00, ts=0.792359, explore=0.00698627, stagnation_gain=0.0402487, threshold=0.00973314",robust_consensus,1,5
function_2,trust_region_ts,pool_003132,0.648844-0.867595,0.527442520826536,0.13823538600152988,0.00413751365448778,-5.487660238106086,0.06801473594926187,0.7668732327850815,3.0,0.8785979446467324,0.08550836089724377,False,1004,tr,False,0.040248706727148864,0.00973314058428639,0.48665702921431947,"mu_t=0.527443, sigma_t=0.138235, ei=0.00413751, pi=0.0680147, ucb=0.766873, beta=3.00, ts=0.878598, explore=0.0855084, stagnation_gain=0.0402487, threshold=0.00973314",robust_consensus,1,5
function_2,global_explore,pool_000065,0.341114-0.987122,0.23337578158729444,0.23616191036064746,0.0014541625523491794,-6.533325109455781,0.017096682451821693,0.6424202091444626,3.0,0.4637949917408438,0.6784461666983336,False,1004,global,False,0.040248706727148864,0.00973314058428639,0.48665702921431947,"mu_t=0.233376, sigma_t=0.236162, ei=0.00145416, pi=0.0170967, ucb=0.64242, beta=3.00, ts=0.463795, explore=0.678446, stagnation_gain=0.0402487, threshold=0.00973314",robust_consensus,1,5
function_2,best_mu,pool_001971,0.714403-0.928657,0.7239353195391549,0.0449201148338536,0.013536378499290635,-4.302374514091167,0.41555588904714186,0.8017392407132186,3.0,0.682070482150069,0.004860744624852187,False,1004,global,False,0.040248706727148864,0.00973314058428639,0.48665702921431947,"mu_t=0.723935, sigma_t=0.0449201, ei=0.0135364, pi=0.415556, ucb=0.801739, beta=3.00, ts=0.68207, explore=0.00486074, stagnation_gain=0.0402487, threshold=0.00973314",robust_consensus,1,5
function_2,best_sigma,pool_002695,0.978638-0.997183,0.2336252375185511,0.23625611632994883,0.0014624365123270394,-6.527651390175194,0.017177351130919578,0.6428328346009256,3.0,-0.036793139199943564,0.025370006952963833,False,1004,global,False,0.040248706727148864,0.00973314058428639,0.48665702921431947,"mu_t=0.233625, sigma_t=0.236256, ei=0.00146244, pi=0.0171774, ucb=0.642833, beta=3.00, ts=-0.0367931, explore=0.02537, stagnation_gain=0.0402487, threshold=0.00973314",robust_consensus,1,5
function_2,best_logEI,pool_004040,0.713369-0.935041,0.720951964162905,0.0564200034591632,0.016782228163488826,-4.087434799899781,0.411891411782869,0.818674276717388,3.0,0.7923593465268532,0.006986273788215562,False,1004,tr,False,0.040248706727148864,0.00973314058428639,0.48665702921431947,"mu_t=0.720952, sigma_t=0.05642, ei=0.0167822, pi=0.411891, ucb=0.818674, beta=3.00, ts=0.792359, explore=0.00698627, stagnation_gain=0.0402487, threshold=0.00973314",robust_consensus,1,5
function_2,best_PI,pool_001971,0.714403-0.928657,0.7239353195391549,0.0449201148338536,0.013536378499290635,-4.302374514091167,0.41555588904714186,0.8017392407132186,3.0,0.682070482150069,0.004860744624852187,False,1004,global,False,0.040248706727148864,0.00973314058428639,0.48665702921431947,"mu_t=0.723935, sigma_t=0.0449201, ei=0.0135364, pi=0.415556, ucb=0.801739, beta=3.00, ts=0.68207, explore=0.00486074, stagnation_gain=0.0402487, threshold=0.00973314",robust_consensus,1,5
function_2,best_UCB,pool_003386,0.718185-0.940084,0.7006594355282068,0.0726988024128085,0.015487115801608099,-4.167746839333245,0.32565231461883665,0.8265774549565987,3.0,0.7429781867559756,0.010990748700334618,False,1004,tr,False,0.040248706727148864,0.00973314058428639,0.48665702921431947,"mu_t=0.700659, sigma_t=0.0726988, ei=0.0154871, pi=0.325652, ucb=0.826577, beta=3.00, ts=0.742978, explore=0.0109907, stagnation_gain=0.0402487, threshold=0.00973314",robust_consensus,1,5
function_2,best_exploration,pool_000065,0.341114-0.987122,0.23337578158729444,0.23616191036064746,0.0014541625523491794,-6.533325109455781,0.017096682451821693,0.6424202091444626,3.0,0.4637949917408438,0.6784461666983336,False,1004,global,False,0.040248706727148864,0.00973314058428639,0.48665702921431947,"mu_t=0.233376, sigma_t=0.236162, ei=0.00145416, pi=0.0170967, ucb=0.64242, beta=3.00, ts=0.463795, explore=0.678446, stagnation_gain=0.0402487, threshold=0.00973314",robust_consensus,1,5
function_2,shadow_oldstyle,pool_004040,0.713369-0.935041,0.720951964162905,0.0564200034591632,0.016782228163488826,-4.087434799899781,0.411891411782869,0.818674276717388,3.0,0.7923593465268532,0.006986273788215562,False,1004,tr,False,0.040248706727148864,0.00973314058428639,0.48665702921431947,"mu_t=0.720952, sigma_t=0.05642, ei=0.0167822, pi=0.411891, ucb=0.818674, beta=3.00, ts=0.792359, explore=0.00698627, stagnation_gain=0.0402487, threshold=0.00973314",robust_consensus,1,5
function_3,chosen_submission,pool_004046,0.588241-0.609718-0.534144,3.053810846404692,0.146156661670371,0.06604965212250055,-2.717348514908815,0.5405439776983383,3.3069616102824333,3.0,3.4634744451271695,0.11177244545299249,True,2003,tr,True,0.0,0.0019282041150234376,0.09641020575117187,"mu_t=3.05381, sigma_t=0.146157, ei=0.0660497, pi=0.540544, ucb=3.30696, beta=3.00, ts=3.46347, explore=0.111772, stagnation_gain=0, threshold=0.0019282",robust_consensus,1,5
function_3,primary_pareto_sigma,pool_003498,0.545346-0.607087-0.513355,3.0845034113550813,0.103808033999275,0.06812715887692433,-2.6863793365643405,0.6696699603517255,3.2643042004756673,3.0,3.1182010855681295,0.0642196526341151,False,2003,tr,True,0.0,0.0019282041150234376,0.09641020575117187,"mu_t=3.0845, sigma_t=0.103808, ei=0.0681272, pi=0.66967, ucb=3.2643, beta=3.00, ts=3.1182, explore=0.0642197, stagnation_gain=0, threshold=0.0019282",robust_consensus,1,5
function_3,trust_region_ts,pool_004046,0.588241-0.609718-0.534144,3.053810846404692,0.146156661670371,0.06604965212250055,-2.717348514908815,0.5405439776983383,3.3069616102824333,3.0,3.4634744451271695,0.11177244545299249,False,2003,tr,True,0.0,0.0019282041150234376,0.09641020575117187,"mu_t=3.05381, sigma_t=0.146157, ei=0.0660497, pi=0.540544, ucb=3.30696, beta=3.00, ts=3.46347, explore=0.111772, stagnation_gain=0, threshold=0.0019282",robust_consensus,1,5
function_3,global_explore,pool_001758,0.993317-0.698892-0.010612,1.7242619127790813,0.6828246690798574,0.007065465583508467,-4.9525363650157574,0.02709342609556479,2.9069489322868,3.0,1.4475543984001102,1.2202991826532417,False,2003,global,True,0.0,0.0019282041150234376,0.09641020575117187,"mu_t=1.72426, sigma_t=0.682825, ei=0.00706547, pi=0.0270934, ucb=2.90695, beta=3.00, ts=1.44755, explore=1.2203, stagnation_gain=0, threshold=0.0019282",robust_consensus,1,5
function_3,best_mu,pool_004546,0.547682-0.747895-0.499140,3.0888558960338988,0.085205198302971,0.06462777836556438,-2.739110954960628,0.7210392681253535,3.2364356285636227,3.0,3.0669537976909824,0.08284664502672104,False,2003,elite,True,0.0,0.0019282041150234376,0.09641020575117187,"mu_t=3.08886, sigma_t=0.0852052, ei=0.0646278, pi=0.721039, ucb=3.23644, beta=3.00, ts=3.06695, explore=0.0828466, stagnation_gain=0, threshold=0.0019282",robust_consensus,1,5
function_3,best_sigma,pool_000512,0.943247-0.178824-0.000801,1.4178317144799713,0.7396090387104524,0.003699334265409144,-5.59960240378879,0.014195770828079754,2.6988721472636517,3.0,1.2234781815812186,1.0528847722950234,False,2003,global,True,0.0,0.0019282041150234376,0.09641020575117187,"mu_t=1.41783, sigma_t=0.739609, ei=0.00369933, pi=0.0141958, ucb=2.69887, beta=3.00, ts=1.22348, explore=1.05288, stagnation_gain=0, threshold=0.0019282",robust_consensus,1,5
function_3,best_logEI,pool_002683,0.567032-0.049040-0.520497,3.0780254904930895,0.12146958314928456,0.07049468340886304,-2.6522179846478307,0.6262138066534348,3.28841698008186,3.0,3.0634266369779746,0.20296288864648257,False,2003,global,True,0.0,0.0019282041150234376,0.09641020575117187,"mu_t=3.07803, sigma_t=0.12147, ei=0.0704947, pi=0.626214, ucb=3.28842, beta=3.00, ts=3.06343, explore=0.202963, stagnation_gain=0, threshold=0.0019282",robust_consensus,1,5
function_3,best_PI,pool_000972,0.543044-0.316557-0.487537,3.0837443266123357,0.0690441785585342,0.05555740301851905,-2.890338504115735,0.7418456921370783,3.2033323518425703,3.0,3.0994269354500927,0.040839835798244226,False,2003,global,True,0.0,0.0019282041150234376,0.09641020575117187,"mu_t=3.08374, sigma_t=0.0690442, ei=0.0555574, pi=0.741846, ucb=3.20333, beta=3.00, ts=3.09943, explore=0.0408398, stagnation_gain=0, threshold=0.0019282",robust_consensus,1,5
function_3,best_UCB,pool_003951,0.582386-0.447431-0.558952,3.014368056152967,0.17441170157779579,0.05798740631406788,-2.8475294245284664,0.44399981215490875,3.3164579847202527,3.0,2.789170273065519,0.10835082399412202,False,2003,tr,True,0.0,0.0019282041150234376,0.09641020575117187,"mu_t=3.01437, sigma_t=0.174412, ei=0.0579874, pi=0.444, ucb=3.31646, beta=3.00, ts=2.78917, explore=0.108351, stagnation_gain=0, threshold=0.0019282",robust_consensus,1,5
function_3,best_exploration,pool_001758,0.993317-0.698892-0.010612,1.7242619127790813,0.6828246690798574,0.007065465583508467,-4.9525363650157574,0.02709342609556479,2.9069489322868,3.0,1.4475543984001102,1.2202991826532417,False,2003,global,True,0.0,0.0019282041150234376,0.09641020575117187,"mu_t=1.72426, sigma_t=0.682825, ei=0.00706547, pi=0.0270934, ucb=2.90695, beta=3.00, ts=1.44755, explore=1.2203, stagnation_gain=0, threshold=0.0019282",robust_consensus,1,5
function_3,shadow_oldstyle,pool_004187,0.569189-0.371988-0.517741,3.079682538980455,0.118529071694836,0.07042926982821089,-2.6531463376190265,0.6345040878667496,3.284980913329884,3.0,3.0997327243023163,0.05632032516732859,False,2003,elite,True,0.0,0.0019282041150234376,0.09641020575117187,"mu_t=3.07968, sigma_t=0.118529, ei=0.0704293, pi=0.634504, ucb=3.28498, beta=3.00, ts=3.09973, explore=0.0563203, stagnation_gain=0, threshold=0.0019282",robust_consensus,1,5
function_4,chosen_submission,pool_003127,0.398800-0.352027-0.392134-0.404229,0.3187315511940563,0.24177666350404398,0.008273758616012202,-4.794666385164444,0.07618703796636245,0.737501016467546,3.0,0.8418231779329752,0.04315194328294939,True,3004,tr,True,0.0,0.26531925426533987,13.265962713266992,"mu_t=0.318732, sigma_t=0.241777, ei=0.00827376, pi=0.076187, ucb=0.737501, beta=3.00, ts=0.841823, explore=0.0431519, stagnation_gain=0, threshold=0.265319",robust_consensus,1,5
function_4,primary_pareto_sigma,pool_003431,0.396859-0.368992-0.390203-0.415711,0.4530069479748038,0.197635864689885,0.014345268940730712,-4.244335081677796,0.1419864955134061,0.7953223070154773,3.0,0.3482898432197409,0.03671403935777165,False,3004,tr,True,0.0,0.26531925426533987,13.265962713266992,"mu_t=0.453007, sigma_t=0.197636, ei=0.0143453, pi=0.141986, ucb=0.795322, beta=3.00, ts=0.34829, explore=0.036714, stagnation_gain=0, threshold=0.265319",robust_consensus,1,5
function_4,trust_region_ts,pool_003127,0.398800-0.352027-0.392134-0.404229,0.3187315511940563,0.24177666350404398,0.008273758616012202,-4.794666385164444,0.07618703796636245,0.737501016467546,3.0,0.8418231779329752,0.04315194328294939,False,3004,tr,True,0.0,0.26531925426533987,13.265962713266992,"mu_t=0.318732, sigma_t=0.241777, ei=0.00827376, pi=0.076187, ucb=0.737501, beta=3.00, ts=0.841823, explore=0.0431519, stagnation_gain=0, threshold=0.265319",robust_consensus,1,5
function_4,global_explore,pool_002288,0.013961-0.933988-0.884218-0.366223,-11.327929013872602,2.4456600370951285,2.182119359437052e-07,-15.337799063193371,4.703313324453558e-07,-7.091921571583041,3.0,-8.142269269970257,5.818843994215111,False,3004,global,True,0.0,0.26531925426533987,13.265962713266992,"mu_t=-11.3279, sigma_t=2.44566, ei=2.18212e-07, pi=4.70331e-07, ucb=-7.09192, beta=3.00, ts=-8.14227, explore=5.81884, stagnation_gain=0, threshold=0.265319",robust_consensus,1,5
function_4,best_mu,pool_003957,0.394132-0.399961-0.381858-0.416269,0.5130103538844626,0.1310048920588168,0.007999811236844193,-4.828337332975153,0.12335835657684723,0.7399174829703746,3.0,0.6547332580378183,0.018771799265213034,False,3004,tr,True,0.0,0.26531925426533987,13.265962713266992,"mu_t=0.51301, sigma_t=0.131005, ei=0.00799981, pi=0.123358, ucb=0.739917, beta=3.00, ts=0.654733, explore=0.0187718, stagnation_gain=0, threshold=0.265319",robust_consensus,1,5
function_4,best_sigma,pool_000209,0.034556-0.975495-0.930905-0.456841,-11.464436152442783,2.4574997183956757,1.8521993242493102e-07,-15.501721894041138,3.9955539747209105e-07,-7.20792178059527,3.0,-11.685583702838143,5.465699768114155,False,3004,global,True,0.0,0.26531925426533987,13.265962713266992,"mu_t=-11.4644, sigma_t=2.4575, ei=1.8522e-07, pi=3.99555e-07, ucb=-7.20792, beta=3.00, ts=-11.6856, explore=5.4657, stagnation_gain=0, threshold=0.265319",robust_consensus,1,5
function_4,best_logEI,pool_003631,0.410652-0.358419-0.391078-0.420513,0.3839651513137001,0.2509304024068073,0.01658104313453374,-4.0994952160228415,0.1315657757879188,0.8185893574459593,3.0,0.498354404399589,0.058677049675357286,False,3004,tr,True,0.0,0.26531925426533987,13.265962713266992,"mu_t=0.383965, sigma_t=0.25093, ei=0.016581, pi=0.131566, ucb=0.818589, beta=3.00, ts=0.498354, explore=0.058677, stagnation_gain=0, threshold=0.265319",robust_consensus,1,5
function_4,best_PI,pool_004192,0.405722-0.378598-0.383929-0.421544,0.4728276536285927,0.185733916371696,0.014515644220320867,-4.232528299416322,0.1507131083244186,0.794528233473142,3.0,0.5153514204822063,0.03536456864906245,False,3004,elite,True,0.0,0.26531925426533987,13.265962713266992,"mu_t=0.472828, sigma_t=0.185734, ei=0.0145156, pi=0.150713, ucb=0.794528, beta=3.00, ts=0.515351, explore=0.0353646, stagnation_gain=0, threshold=0.265319",robust_consensus,1,5
function_4,best_UCB,pool_003631,0.410652-0.358419-0.391078-0.420513,0.3839651513137001,0.2509304024068073,0.01658104313453374,-4.0994952160228415,0.1315657757879188,0.8185893574459593,3.0,0.498354404399589,0.058677049675357286,False,3004,tr,True,0.0,0.26531925426533987,13.265962713266992,"mu_t=0.383965, sigma_t=0.25093, ei=0.016581, pi=0.131566, ucb=0.818589, beta=3.00, ts=0.498354, explore=0.058677, stagnation_gain=0, threshold=0.265319",robust_consensus,1,5
function_4,best_exploration,pool_002288,0.013961-0.933988-0.884218-0.366223,-11.327929013872602,2.4456600370951285,2.182119359437052e-07,-15.337799063193371,4.703313324453558e-07,-7.091921571583041,3.0,-8.142269269970257,5.818843994215111,False,3004,global,True,0.0,0.26531925426533987,13.265962713266992,"mu_t=-11.3279, sigma_t=2.44566, ei=2.18212e-07, pi=4.70331e-07, ucb=-7.09192, beta=3.00, ts=-8.14227, explore=5.81884, stagnation_gain=0, threshold=0.265319",robust_consensus,1,5
function_4,shadow_oldstyle,pool_003494,0.402474-0.400192-0.388144-0.419954,0.5116801897698613,0.13719592646105494,0.009124218926192027,-4.696822980306866,0.13225712525348463,0.7493105049919031,3.0,0.7521228574346319,0.023069003721692606,False,3004,tr,True,0.0,0.26531925426533987,13.265962713266992,"mu_t=0.51168, sigma_t=0.137196, ei=0.00912422, pi=0.132257, ucb=0.749311, beta=3.00, ts=0.752123, explore=0.023069, stagnation_gain=0, threshold=0.265319",robust_consensus,1,5
function_5,chosen_submission,pool_003078,0.870187-0.999999-0.999999-0.999999,12.547805590068316,0.17645820276697996,0.05300834226476239,-2.937305976594356,0.41467146423554646,12.853440162672367,3.0,12.544751468170125,0.022277717342599326,True,4003,tr,False,1608.5425767002516,20.873560956991334,1043.6780478495666,"mu_t=12.5478, sigma_t=0.176458, ei=0.0530083, pi=0.414671, ucb=12.8534, beta=3.00, ts=12.5448, explore=0.0222777, stagnation_gain=1608.54, threshold=20.8736",robust_consensus,1,5
function_5,primary_pareto_sigma,pool_003078,0.870187-0.999999-0.999999-0.999999,12.547805590068316,0.17645820276697996,0.05300834226476239,-2.937305976594356,0.41467146423554646,12.853440162672367,3.0,12.544751468170125,0.022277717342599326,False,4003,tr,False,1608.5425767002516,20.873560956991334,1043.6780478495666,"mu_t=12.5478, sigma_t=0.176458, ei=0.0530083, pi=0.414671, ucb=12.8534, beta=3.00, ts=12.5448, explore=0.0222777, stagnation_gain=1608.54, threshold=20.8736",robust_consensus,1,5
function_5,trust_region_ts,pool_004075,0.883272-0.942397-0.999999-0.999999,12.547805590068316,0.17645820276697996,0.05300834226476239,-2.937305976594356,0.41467146423554646,12.853440162672367,3.0,12.949717439121569,0.04633666330839573,False,4003,tr,False,1608.5425767002516,20.873560956991334,1043.6780478495666,"mu_t=12.5478, sigma_t=0.176458, ei=0.0530083, pi=0.414671, ucb=12.8534, beta=3.00, ts=12.9497, explore=0.0463367, stagnation_gain=1608.54, threshold=20.8736",robust_consensus,1,5
function_5,global_explore,pool_000607,0.003563-0.028113-0.861059-0.956509,9.831384514798678,1.6268405887820117,0.030252888635671854,-3.49816360697604,0.045215184719295066,12.649155070384378,3.0,6.9735044764281735,3.6575407169643803,False,4003,global,False,1608.5425767002516,20.873560956991334,1043.6780478495666,"mu_t=9.83138, sigma_t=1.62684, ei=0.0302529, pi=0.0452152, ucb=12.6492, beta=3.00, ts=6.9735, explore=3.65754, stagnation_gain=1608.54, threshold=20.8736",robust_consensus,1,5
function_5,best_mu,pool_003078,0.870187-0.999999-0.999999-0.999999,12.547805590068316,0.17645820276697996,0.05300834226476239,-2.937305976594356,0.41467146423554646,12.853440162672367,3.0,12.544751468170125,0.022277717342599326,False,4003,tr,False,1608.5425767002516,20.873560956991334,1043.6780478495666,"mu_t=12.5478, sigma_t=0.176458, ei=0.0530083, pi=0.414671, ucb=12.8534, beta=3.00, ts=12.5448, explore=0.0222777, stagnation_gain=1608.54, threshold=20.8736",robust_consensus,1,5
function_5,best_sigma,pool_001609,0.999330-0.623970-0.998103-0.139488,5.939284891321043,1.7581499264570897,3.252200741867764e-05,-10.33359354644818,7.828020014945398e-05,8.98448989126821,3.0,7.2554654136773475,3.031511602131465,False,4003,global,False,1608.5425767002516,20.873560956991334,1043.6780478495666,"mu_t=5.93928, sigma_t=1.75815, ei=3.2522e-05, pi=7.82802e-05, ucb=8.98449, beta=3.00, ts=7.25547, explore=3.03151, stagnation_gain=1608.54, threshold=20.8736",robust_consensus,1,5
function_5,best_logEI,pool_004426,0.823586-0.695174-0.978715-0.998942,10.89891422631405,1.6994075496855319,0.1435783318460799,-1.9408745261901919,0.1604389793872092,13.842374445135524,3.0,9.227080004654779,0.5441994679674643,False,4003,elite,False,1608.5425767002516,20.873560956991334,1043.6780478495666,"mu_t=10.8989, sigma_t=1.69941, ei=0.143578, pi=0.160439, ucb=13.8424, beta=3.00, ts=9.22708, explore=0.544199, stagnation_gain=1608.54, threshold=20.8736",robust_consensus,1,5
function_5,best_PI,pool_003078,0.870187-0.999999-0.999999-0.999999,12.547805590068316,0.17645820276697996,0.05300834226476239,-2.937305976594356,0.41467146423554646,12.853440162672367,3.0,12.544751468170125,0.022277717342599326,False,4003,tr,False,1608.5425767002516,20.873560956991334,1043.6780478495666,"mu_t=12.5478, sigma_t=0.176458, ei=0.0530083, pi=0.414671, ucb=12.8534, beta=3.00, ts=12.5448, explore=0.0222777, stagnation_gain=1608.54, threshold=20.8736",robust_consensus,1,5
function_5,best_UCB,pool_004426,0.823586-0.695174-0.978715-0.998942,10.89891422631405,1.6994075496855319,0.1435783318460799,-1.9408745261901919,0.1604389793872092,13.842374445135524,3.0,9.227080004654779,0.5441994679674643,False,4003,elite,False,1608.5425767002516,20.873560956991334,1043.6780478495666,"mu_t=10.8989, sigma_t=1.69941, ei=0.143578, pi=0.160439, ucb=13.8424, beta=3.00, ts=9.22708, explore=0.544199, stagnation_gain=1608.54, threshold=20.8736",robust_consensus,1,5
function_5,best_exploration,pool_000607,0.003563-0.028113-0.861059-0.956509,9.831384514798678,1.6268405887820117,0.030252888635671854,-3.49816360697604,0.045215184719295066,12.649155070384378,3.0,6.9735044764281735,3.6575407169643803,False,4003,global,False,1608.5425767002516,20.873560956991334,1043.6780478495666,"mu_t=9.83138, sigma_t=1.62684, ei=0.0302529, pi=0.0452152, ucb=12.6492, beta=3.00, ts=6.9735, explore=3.65754, stagnation_gain=1608.54, threshold=20.8736",robust_consensus,1,5
