function,recommendation_type,candidate_label,portal_string,mu_t,sigma_t,ei,log_ei,pi,ucb,ucb_beta,ts,exploration_score,is_submission,seed,candidate_origin,stagnation_flag,stagnation_gain,stagnation_threshold,stagnation_scale,why,selection_mode,consensus_frequency,n_seed_success
function_2,best_logEI,pool_000655,0.790313-0.996301,0.3459323434272656,0.18438867954065868,0.0003794423710845908,-7.876807827509268,0.006361044409013774,0.6653029047322223,3.0,0.3033773987187942,0.20515288322831263,False,1004,global,False,0.040248706727148864,0.008918903378441138,0.44594516892205693,"mu_t=0.345932, sigma_t=0.184389, ei=0.000379442, pi=0.00636104, ucb=0.665303, beta=3.00, ts=0.303377, explore=0.205153, stagnation_gain=0.0402487, threshold=0.0089189",robust_consensus,1,5
function_2,best_PI,pool_002416,0.789137-0.085153,0.3483858142623986,0.1834544930957099,0.0003783221479597415,-7.879764482018049,0.006373351895781269,0.6661383171809621,3.0,0.25347709624738946,0.12278589819220966,False,1004,global,False,0.040248706727148864,0.008918903378441138,0.44594516892205693,"mu_t=0.348386, sigma_t=0.183454, ei=0.000378322, pi=0.00637335, ucb=0.666138, beta=3.00, ts=0.253477, explore=0.122786, stagnation_gain=0.0402487, threshold=0.0089189",robust_consensus,1,5
function_2,best_UCB,pool_003789,0.727850-0.845642,0.6526290819726102,0.0551350974403019,4.6460346309161394e-05,-9.97691137672897,0.002806681642266234,0.7481258720194744,3.0,0.7078879971917912,0.012186657891661363,False,1004,tr,False,0.040248706727148864,0.008918903378441138,0.44594516892205693,"mu_t=0.652629, sigma_t=0.0551351, ei=4.64603e-05, pi=0.00280668, ucb=0.748126, beta=3.00, ts=0.707888, explore=0.0121867, stagnation_gain=0.0402487, threshold=0.0089189",robust_consensus,1,5
function_2,best_exploration,pool_000624,0.796354-0.490212,0.3350323960645807,0.1868246594437677,0.00035482087395591317,-7.943897476238268,0.005912686157359068,0.6586221983279387,3.0,0.35603171795150396,0.5063489837878452,False,1004,global,False,0.040248706727148864,0.008918903378441138,0.44594516892205693,"mu_t=0.335032, sigma_t=0.186825, ei=0.000354821, pi=0.00591269, ucb=0.658622, beta=3.00, ts=0.356032, explore=0.506349, stagnation_gain=0.0402487, threshold=0.0089189",robust_consensus,1,5
function_2,shadow_oldstyle,pool_003191,0.715118-0.849455,0.6739955180975868,0.038623555454035736,3.342749204552551e-06,-12.608716974413657,0.00033651686281850976,0.74089347851293,3.0,0.7100629958290113,0.004276061865831078,False,1004,tr,False,0.040248706727148864,0.008918903378441138,0.44594516892205693,"mu_t=0.673996, sigma_t=0.0386236, ei=3.34275e-06, pi=0.000336517, ucb=0.740893, beta=3.00, ts=0.710063, explore=0.00427606, stagnation_gain=0.0402487, threshold=0.0089189",robust_consensus,1,5
function_3,chosen_submission,pool_003220,0.530482-0.434346-0.445012,3.1540319242709227,0.11061960913387023,0.0002445524101405883,-8.316080915617174,0.006789846867500646,3.3456307076041956,3.0,3.5831334137360162,0.041528430143550836,True,2002,tr,True,0.0,0.0017713064705337323,0.08856532352668661,"mu_t=3.15403, sigma_t=0.11062, ei=0.000244552, pi=0.00678985, ucb=3.34563, beta=3.00, ts=3.58313, explore=0.0415284, stagnation_gain=0, threshold=0.00177131",robust_consensus,1,5
function_3,primary_pareto_sigma,pool_004016,0.508998-0.446734-0.430766,3.135327820028081,0.11892695164749716,0.00027540140726110585,-8.197280861802216,0.007082378078305144,3.341315342670833,3.0,3.338449886335448,0.03794114931645054,False,2002,tr,True,0.0,0.0017713064705337323,0.08856532352668661,"mu_t=3.13533, sigma_t=0.118927, ei=0.000275401, pi=0.00708238, ucb=3.34132, beta=3.00, ts=3.33845, explore=0.0379411, stagnation_gain=0, threshold=0.00177131",robust_consensus,1,5
function_3,trust_region_ts,pool_003220,0.530482-0.434346-0.445012,3.1540319242709227,0.11061960913387023,0.0002445524101405883,-8.316080915617174,0.006789846867500646,3.3456307076041956,3.0,3.5831334137360162,0.041528430143550836,False,2002,tr,True,0.0,0.0017713064705337323,0.08856532352668661,"mu_t=3.15403, sigma_t=0.11062, ei=0.000244552, pi=0.00678985, ucb=3.34563, beta=3.00, ts=3.58313, explore=0.0415284, stagnation_gain=0, threshold=0.00177131",robust_consensus,1,5
function_3,global_explore,pool_001698,0.450184-0.002944-0.910881,1.6987763510739238,0.5443536821573836,0.00011063505940239288,-9.109273526319276,0.0007493569759942575,2.641624585857712,3.0,2.2214423304478137,1.0947191952698567,False,2002,global,True,0.0,0.0017713064705337323,0.08856532352668661,"mu_t=1.69878, sigma_t=0.544354, ei=0.000110635, pi=0.000749357, ucb=2.64162, beta=3.00, ts=2.22144, explore=1.09472, stagnation_gain=0, threshold=0.00177131",robust_consensus,1,5
function_3,best_mu,pool_004153,0.391058-0.458474-0.448532,3.160702315901161,0.10265229331825203,0.00015278706840508486,-8.786465315670021,0.004732563762861673,3.338501303441837,3.0,3.052784335555712,0.03833531958103614,False,2002,elite,True,0.0,0.0017713064705337323,0.08856532352668661,"mu_t=3.1607, sigma_t=0.102652, ei=0.000152787, pi=0.00473256, ucb=3.3385, beta=3.00, ts=3.05278, explore=0.0383353, stagnation_gain=0, threshold=0.00177131",robust_consensus,1,5
function_3,best_sigma,pool_001374,0.013044-0.000083-0.617309,1.697670312490096,0.5591977210537822,0.0001534823026417395,-8.781925289819908,0.0009919533028990863,2.6662291768319752,3.0,2.3574496745529734,0.7143746638075922,False,2002,global,True,0.0,0.0017713064705337323,0.08856532352668661,"mu_t=1.69767, sigma_t=0.559198, ei=0.000153482, pi=0.000991953, ucb=2.66623, beta=3.00, ts=2.35745, explore=0.714375, stagnation_gain=0, threshold=0.00177131",robust_consensus,1,5
function_3,best_logEI,pool_004523,0.658678-0.385407-0.502046,2.924967939169651,0.19920473257167276,0.0003746021229277236,-7.88964610078475,0.005859491878785967,3.270000657091958,3.0,2.8955462499685862,0.07351646023576323,False,2002,elite,True,0.0,0.0017713064705337323,0.08856532352668661,"mu_t=2.92497, sigma_t=0.199205, ei=0.000374602, pi=0.00585949, ucb=3.27, beta=3.00, ts=2.89555, explore=0.0735165, stagnation_gain=0, threshold=0.00177131",robust_consensus,1,5
function_3,best_PI,pool_004489,0.419998-0.439718-0.435890,3.1456006978290167,0.11490536866195053,0.0002689903341314977,-8.22083511160469,0.00715254319584737,3.3446226344139487,3.0,3.218801194783637,0.04675482881413147,False,2002,elite,True,0.0,0.0017713064705337323,0.08856532352668661,"mu_t=3.1456, sigma_t=0.114905, ei=0.00026899, pi=0.00715254, ucb=3.34462, beta=3.00, ts=3.2188, explore=0.0467548, stagnation_gain=0, threshold=0.00177131",robust_consensus,1,5
function_3,best_UCB,pool_003530,0.404896-0.440687-0.442012,3.1547211222426363,0.11046681873843461,0.00024634199759743816,-8.308789753376734,0.006843624872243399,3.346055264848109,3.0,3.1971260027223347,0.04900995998755847,False,2002,tr,True,0.0,0.0017713064705337323,0.08856532352668661,"mu_t=3.15472, sigma_t=0.110467, ei=0.000246342, pi=0.00684362, ucb=3.34606, beta=3.00, ts=3.19713, explore=0.04901, stagnation_gain=0, threshold=0.00177131",robust_consensus,1,5
function_3,best_exploration,pool_001698,0.450184-0.002944-0.910881,1.6987763510739238,0.5443536821573836,0.00011063505940239288,-9.109273526319276,0.0007493569759942575,2.641624585857712,3.0,2.2214423304478137,1.0947191952698567,False,2002,global,True,0.0,0.0017713064705337323,0.08856532352668661,"mu_t=1.69878, sigma_t=0.544354, ei=0.000110635, pi=0.000749357, ucb=2.64162, beta=3.00, ts=2.22144, explore=1.09472, stagnation_gain=0, threshold=0.00177131",robust_consensus,1,5
function_3,shadow_oldstyle,pool_003658,0.405570-0.456092-0.447399,3.160594876633776,0.10387220710852532,0.00016971061064639605,-8.681415861771885,0.005153722148300985,3.340506816840058,3.0,3.1545103257510183,0.04033475488291879,False,2002,tr,True,0.0,0.0017713064705337323,0.08856532352668661,"mu_t=3.16059, sigma_t=0.103872, ei=0.000169711, pi=0.00515372, ucb=3.34051, beta=3.00, ts=3.15451, explore=0.0403348, stagnation_gain=0, threshold=0.00177131",robust_consensus,1,5
function_4,chosen_submission,pool_003972,0.460206-0.407745-0.385458-0.434045,0.40439612781339296,0.1982083112677201,0.0017043312102421328,-6.374582497255019,0.023006175816783936,0.7477029934114967,3.0,0.5689680392705548,0.03527408362057652,True,3001,tr,True,0.0926770964062591,0.3292396749761516,16.46198374880758,"mu_t=0.404396, sigma_t=0.198208, ei=0.00170433, pi=0.0230062, ucb=0.747703, beta=3.00, ts=0.568968, explore=0.0352741, stagnation_gain=0.0926771, threshold=0.32924",robust_consensus,1,5
function_4,primary_pareto_sigma,pool_004482,0.435468-0.345857-0.383781-0.429033,0.44794187432015864,0.2651797334422543,0.011392528826777425,-4.474797504500061,0.09222825796326048,0.9072466457797044,3.0,0.5507507105442997,0.08743699287060777,False,3001,elite,True,0.0926770964062591,0.3292396749761516,16.46198374880758,"mu_t=0.447942, sigma_t=0.26518, ei=0.0113925, pi=0.0922283, ucb=0.907247, beta=3.00, ts=0.550751, explore=0.087437, stagnation_gain=0.0926771, threshold=0.32924",robust_consensus,1,5
function_4,trust_region_ts,pool_003972,0.460206-0.407745-0.385458-0.434045,0.40439612781339296,0.1982083112677201,0.0017043312102421328,-6.374582497255019,0.023006175816783936,0.7477029934114967,3.0,0.5689680392705548,0.03527408362057652,False,3001,tr,True,0.0926770964062591,0.3292396749761516,16.46198374880758,"mu_t=0.404396, sigma_t=0.198208, ei=0.00170433, pi=0.0230062, ucb=0.747703, beta=3.00, ts=0.568968, explore=0.0352741, stagnation_gain=0.0926771, threshold=0.32924",robust_consensus,1,5
function_4,global_explore,pool_002558,0.682920-0.995706-0.988639-0.100787,-10.097756192427395,2.352707194875125,8.493032654431841e-07,-13.978849511303617,1.8111461884750059e-06,-6.022747795570838,3.0,-8.76114045583784,5.949347103074676,False,3001,global,True,0.0926770964062591,0.3292396749761516,16.46198374880758,"mu_t=-10.0978, sigma_t=2.35271, ei=8.49303e-07, pi=1.81115e-06, ucb=-6.02275, beta=3.00, ts=-8.76114, explore=5.94935, stagnation_gain=0.0926771, threshold=0.32924",robust_consensus,1,5
function_4,best_mu,pool_004312,0.393422-0.401939-0.399166-0.425563,0.5740453290075411,0.08315002406456046,8.365653050238451e-05,-9.388791064213668,0.0033042268065663865,0.7180653953380004,3.0,0.6778448894280051,0.00597334617144534,False,3001,elite,True,0.0926770964062591,0.3292396749761516,16.46198374880758,"mu_t=0.574045, sigma_t=0.08315, ei=8.36565e-05, pi=0.00330423, ucb=0.718065, beta=3.00, ts=0.677845, explore=0.00597335, stagnation_gain=0.0926771, threshold=0.32924",robust_consensus,1,5
function_4,best_sigma,pool_001701,0.288750-0.999838-0.088537-0.184447,-9.937334160968492,2.3795922177394773,1.5560337929177039e-06,-13.373370414630468,3.2078346401974636e-06,-5.815759538548216,3.0,-5.197398798523566,4.704959269278429,False,3001,global,True,0.0926770964062591,0.3292396749761516,16.46198374880758,"mu_t=-9.93733, sigma_t=2.37959, ei=1.55603e-06, pi=3.20783e-06, ucb=-5.81576, beta=3.00, ts=-5.1974, explore=4.70496, stagnation_gain=0.0926771, threshold=0.32924",robust_consensus,1,5
function_4,best_logEI,pool_004482,0.435468-0.345857-0.383781-0.429033,0.44794187432015864,0.2651797334422543,0.011392528826777425,-4.474797504500061,0.09222825796326048,0.9072466457797044,3.0,0.5507507105442997,0.08743699287060777,False,3001,elite,True,0.0926770964062591,0.3292396749761516,16.46198374880758,"mu_t=0.447942, sigma_t=0.26518, ei=0.0113925, pi=0.0922283, ucb=0.907247, beta=3.00, ts=0.550751, explore=0.087437, stagnation_gain=0.0926771, threshold=0.32924",robust_consensus,1,5
function_4,best_PI,pool_004482,0.435468-0.345857-0.383781-0.429033,0.44794187432015864,0.2651797334422543,0.011392528826777425,-4.474797504500061,0.09222825796326048,0.9072466457797044,3.0,0.5507507105442997,0.08743699287060777,False,3001,elite,True,0.0926770964062591,0.3292396749761516,16.46198374880758,"mu_t=0.447942, sigma_t=0.26518, ei=0.0113925, pi=0.0922283, ucb=0.907247, beta=3.00, ts=0.550751, explore=0.087437, stagnation_gain=0.0926771, threshold=0.32924",robust_consensus,1,5
function_4,best_UCB,pool_004482,0.435468-0.345857-0.383781-0.429033,0.44794187432015864,0.2651797334422543,0.011392528826777425,-4.474797504500061,0.09222825796326048,0.9072466457797044,3.0,0.5507507105442997,0.08743699287060777,False,3001,elite,True,0.0926770964062591,0.3292396749761516,16.46198374880758,"mu_t=0.447942, sigma_t=0.26518, ei=0.0113925, pi=0.0922283, ucb=0.907247, beta=3.00, ts=0.550751, explore=0.087437, stagnation_gain=0.0926771, threshold=0.32924",robust_consensus,1,5
function_4,best_exploration,pool_002558,0.682920-0.995706-0.988639-0.100787,-10.097756192427395,2.352707194875125,8.493032654431841e-07,-13.978849511303617,1.8111461884750059e-06,-6.022747795570838,3.0,-8.76114045583784,5.949347103074676,False,3001,global,True,0.0926770964062591,0.3292396749761516,16.46198374880758,"mu_t=-10.0978, sigma_t=2.35271, ei=8.49303e-07, pi=1.81115e-06, ucb=-6.02275, beta=3.00, ts=-8.76114, explore=5.94935, stagnation_gain=0.0926771, threshold=0.32924",robust_consensus,1,5
function_4,shadow_oldstyle,pool_004306,0.440151-0.397892-0.385599-0.424516,0.5528961592786406,0.15396804242198756,0.0035440211016946853,-5.642493292054239,0.05434535612917476,0.8195766314954256,3.0,0.699921974211967,0.023987856730155036,False,3001,elite,True,0.0926770964062591,0.3292396749761516,16.46198374880758,"mu_t=0.552896, sigma_t=0.153968, ei=0.00354402, pi=0.0543454, ucb=0.819577, beta=3.00, ts=0.699922, explore=0.0239879, stagnation_gain=0.0926771, threshold=0.32924",robust_consensus,1,5
function_5,chosen_submission,pool_000657,0.906718-0.798080-0.981338-0.014276,8.145451132191086,3.983253405221944,0.19580902017962915,-1.6306154816136984,0.10317156532601053,15.04464840945727,3.0,18.04961964016242,7.090221293882514,True,4002,global,False,3577.071253662568,44.04826305373942,2202.413152686971,"mu_t=8.14545, sigma_t=3.98325, ei=0.195809, pi=0.103172, ucb=15.0446, beta=3.00, ts=18.0496, explore=7.09022, stagnation_gain=3577.07, threshold=44.0483",robust_consensus,1,5
function_5,primary_pareto_sigma,pool_000657,0.906718-0.798080-0.981338-0.014276,8.145451132191086,3.983253405221944,0.19580902017962915,-1.6306154816136984,0.10317156532601053,15.04464840945727,3.0,18.04961964016242,7.090221293882514,False,4002,global,False,3577.071253662568,44.04826305373942,2202.413152686971,"mu_t=8.14545, sigma_t=3.98325, ei=0.195809, pi=0.103172, ucb=15.0446, beta=3.00, ts=18.0496, explore=7.09022, stagnation_gain=3577.07, threshold=44.0483",robust_consensus,1,5
function_5,trust_region_ts,pool_003878,0.999999-0.938198-0.999999-0.999999,13.164392225132264,0.02805031922721851,0.005362041250849339,-5.228410546014572,0.30090959662491457,13.212976803202752,3.0,13.239979531453065,0.006429663223374122,False,4002,tr,False,3577.071253662568,44.04826305373942,2202.413152686971,"mu_t=13.1644, sigma_t=0.0280503, ei=0.00536204, pi=0.30091, ucb=13.213, beta=3.00, ts=13.24, explore=0.00642966, stagnation_gain=3577.07, threshold=44.0483",robust_consensus,1,5
function_5,global_explore,pool_000483,0.010451-0.877146-0.998282-0.028716,7.189972515552474,3.959131448326226,0.11270633582950583,-2.182969640976185,0.06517544173891407,14.047389337897162,3.0,13.134459366717142,8.484779917529691,False,4002,global,False,3577.071253662568,44.04826305373942,2202.413152686971,"mu_t=7.18997, sigma_t=3.95913, ei=0.112706, pi=0.0651754, ucb=14.0474, beta=3.00, ts=13.1345, explore=8.48478, stagnation_gain=3577.07, threshold=44.0483",robust_consensus,1,5
function_5,best_mu,pool_003720,0.999999-0.999103-0.999999-0.999999,13.17937274141855,0.028018348557366318,0.011350670820320123,-4.47847843368934,0.5049014686616065,13.227901944664456,3.0,13.17519499688828,9.308858819145855e-05,False,4002,tr,False,3577.071253662568,44.04826305373942,2202.413152686971,"mu_t=13.1794, sigma_t=0.0280183, ei=0.0113507, pi=0.504901, ucb=13.2279, beta=3.00, ts=13.1752, explore=9.30886e-05, stagnation_gain=3577.07, threshold=44.0483",robust_consensus,1,5
function_5,best_sigma,pool_000429,0.740337-0.964717-0.233631-0.003039,4.886870464681413,3.9973066920198868,0.027739811033554353,-3.5848866761750937,0.019019405350910762,11.810408748694929,3.0,13.602995834382424,5.536390021942087,False,4002,global,False,3577.071253662568,44.04826305373942,2202.413152686971,"mu_t=4.88687, sigma_t=3.99731, ei=0.0277398, pi=0.0190194, ucb=11.8104, beta=3.00, ts=13.603, explore=5.53639, stagnation_gain=3577.07, threshold=44.0483",robust_consensus,1,5
function_5,best_logEI,pool_000657,0.906718-0.798080-0.981338-0.014276,8.145451132191086,3.983253405221944,0.19580902017962915,-1.6306154816136984,0.10317156532601053,15.04464840945727,3.0,18.04961964016242,7.090221293882514,False,4002,global,False,3577.071253662568,44.04826305373942,2202.413152686971,"mu_t=8.14545, sigma_t=3.98325, ei=0.195809, pi=0.103172, ucb=15.0446, beta=3.00, ts=18.0496, explore=7.09022, stagnation_gain=3577.07, threshold=44.0483",robust_consensus,1,5
function_5,best_PI,pool_003720,0.999999-0.999103-0.999999-0.999999,13.17937274141855,0.028018348557366318,0.011350670820320123,-4.47847843368934,0.5049014686616065,13.227901944664456,3.0,13.17519499688828,9.308858819145855e-05,False,4002,tr,False,3577.071253662568,44.04826305373942,2202.413152686971,"mu_t=13.1794, sigma_t=0.0280183, ei=0.0113507, pi=0.504901, ucb=13.2279, beta=3.00, ts=13.1752, explore=9.30886e-05, stagnation_gain=3577.07, threshold=44.0483",robust_consensus,1,5
function_5,best_UCB,pool_000657,0.906718-0.798080-0.981338-0.014276,8.145451132191086,3.983253405221944,0.19580902017962915,-1.6306154816136984,0.10317156532601053,15.04464840945727,3.0,18.04961964016242,7.090221293882514,False,4002,global,False,3577.071253662568,44.04826305373942,2202.413152686971,"mu_t=8.14545, sigma_t=3.98325, ei=0.195809, pi=0.103172, ucb=15.0446, beta=3.00, ts=18.0496, explore=7.09022, stagnation_gain=3577.07, threshold=44.0483",robust_consensus,1,5
function_5,best_exploration,pool_000483,0.010451-0.877146-0.998282-0.028716,7.189972515552474,3.959131448326226,0.11270633582950583,-2.182969640976185,0.06517544173891407,14.047389337897162,3.0,13.134459366717142,8.484779917529691,False,4002,global,False,3577.071253662568,44.04826305373942,2202.413152686971,"mu_t=7.18997, sigma_t=3.95913, ei=0.112706, pi=0.0651754, ucb=14.0474, beta=3.00, ts=13.1345, explore=8.48478, stagnation_gain=3577.07, threshold=44.0483",robust_consensus,1,5
